eventId,eventTitle,startDate,endDate,city,region,country,sponsors,about,eventFormat,isvirtual,url
71179,"2026 8th International Conference on Artificial Intelligence Technologies and Applications (ICAITA)",2026-08-21,2026-08-23,"Beijing","","China","Beijing Jiaotong University - BJTU; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71179
71672,"2026 4th International Conference on Power, Grid and Energy Storage (PGES)",2026-08-21,2026-08-23,"Chengdu","","China","Chengdu Section; Xihua University","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71672
71042,"2026 19th International Conference on Advanced Computer Theory and Engineering (ICACTE)",2026-08-21,2026-08-23,"Hangzhou","","China","Hangzhou Dianzi University - HDU; Hefei Subsection; Nanjing Section","Communication, Networking and Broadcast Technologies; Computing and Processing",hybrid,Y,/conf/details?id=71042
71675,"2026 8th International Conference on Intelligent Autonomous Systems (ICoIAS)",2026-08-21,2026-08-23,"Qinhuangdao","","China","IEEE Systems, Man, and Cybernetics Society; Yanshan University","Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71675
71081,"2026 IEEE International Applied Computational Electromagnetics Society Symposium (ACES-China)",2026-08-21,2026-08-24,"Qingdao","","China","Beijing Section AP/MTT/COM-Qingdao Jt. Chap; IEEE Antennas and Propagation Society","Components, Circuits, Devices and Systems; Engineered Materials, Dielectrics and Plasmas; Fields, Waves and Electromagnetics; Photonics and Electrooptics",inperson,N,/conf/details?id=71081
70194,"2026 6th Power System and Green Energy Conference (PSGEC)",2026-08-21,2026-08-23,"Shanghai","","China","Shanghai Jiao Tong University; Shanghai Section; Shanghai University of Electric Power","Aerospace; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=70194
70783,"2026 International Conference on Embodied Intelligence, Robotics, and Control Systems (EIRCS)",2026-08-21,2026-08-23,"Hangzhou","","China","Nanjing Section; Zhejiang University of Technology","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=70783
71458,"2026 WRC Symposium on Advanced Robotics and Automation (WRC SARA)",2026-08-21,2026-08-21,"Beijing","","China","Chinese Institute of Electronics - CIE; IEEE Robotics and Automation Society","Robotics and Control Systems",inperson,N,/conf/details?id=71458
70864,"2026 IEEE International Conference on Smart Internet of Things (SmartIoT)",2026-08-21,2026-08-24,"Shenyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=70864
70258,"2026 IEEE 6th International Conference on Applied Mathematics, Modeling and Computer Simulation (AMMCS)",2026-08-22,2026-08-23,"Nanjing","","China","China Council; Hohai University","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70258
70922,"2026 18th International Conference on Intelligent Human-Machine Systems and Cybernetics (IHMSC)",2026-08-22,2026-08-23,"Hangzhou","","China","Nanjing Section CIS Chapter; Zhejiang University","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis; Transportation",inperson,N,/conf/details?id=70922
71590,"2026 7th International Conference on Biomedical Engineering and Bioinformatics for Health (ICBEBH)",2026-08-22,2026-08-24,"Xi'an","","China","Xian Section; Xidian University","Bioengineering; Components, Circuits, Devices and Systems; Computing and Processing; Engineering Profession; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71590
71163,"2026 7th International Conference on Control, Robotics and Intelligent System (CCRIS)",2026-08-28,2026-08-30,"Nanjing","","China","International Computing and Engineering Association; Nanjing Section; Nanjing University - NJU","Robotics and Control Systems",hybrid,Y,/conf/details?id=71163
71218,"2026 7th International Conference on Signal Processing, Pattern Recognition and Computer Science (SPCS)",2026-08-28,2026-08-30,"Chengdu","","China","IEEE Systems, Man, and Cybernetics Society; Southwest Petroleum University","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71218
70865,"2026 2nd International Conference on Applied Electrical Engineering and Technology (AEET)",2026-08-28,2026-08-30,"Xining","","China","Beijing CAS Industrial Energy and Environment Technology Institute (BIEET); IEEE Power & Energy Society; Qinghai University","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=70865
71303,"2026 12th International Conference on Energy Materials and Electrical Engineering (ICEMEE)",2026-08-28,2026-08-30,"Hangzhou","","China","Nanjing Section; Zhejiang Sci-Tech University","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71303
71786,"2026 2nd International Conference on Advanced Semiconductor Devices and Integration Technology (ASDIT)",2026-08-28,2026-08-30,"Wuxi","","China","Jiangnan University; Nanjing Section","Components, Circuits, Devices and Systems; Computing and Processing; Engineered Materials, Dielectrics and Plasmas; Photonics and Electrooptics",hybrid,Y,/conf/details?id=71786
71220,"2026 International Conference on Computer Perception and Neural Networks (CPNN)",2026-08-28,2026-08-30,"Shenzhen","","China","Guangdong Digital Intelligence Science and Technology Association (GDISTA); Guangzhou Section","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71220
71493,"2026 3rd International Conference on Digital Media, Communication and Information Systems (DMCIS)",2026-08-28,2026-08-30,"Fuzhou","","China","Fujian Jiangxia University; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71493
71752,"2026 IEEE 5th International Conference on Electronic Information Technology (EIT)",2026-08-28,2026-08-30,"Chengdu","","China","Chengdu Section COM Chapter; University of Electronic Science Technology of China","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71752
72268,"2026 International Conference of Data and Information Systems (DIS)",2026-08-28,2026-08-30,"Chengdu","","China","Chengdu University of Information Technology; IEEE Systems, Man, and Cybernetics Society","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72268
70703,"2026 IEEE 8th International Conference on Power, Intelligent Computing and Systems (ICPICS)",2026-08-29,2026-08-31,"Shenyang","","China","Harbin Section; Suzhou University of Technology","Communication, Networking and Broadcast Technologies; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70703
71716,"2026 IEEE 5th International Conference on Image Processing and Media Computing (ICIPMC)",2026-09-04,2026-09-06,"Yinchuan","","China","Beijing Section; Ningxia University","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71716
71085,"2026 2nd International Conference on Artificial Intelligence and Computational Engineering (AICE)",2026-09-04,2026-09-06,"Xi'an","","China","IEEE Systems, Man, and Cybernetics Society; Shaanxi University of Science and Technology","Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71085
71760,"2026 14th International Conference on Information and Communication Networks (ICICN)",2026-09-04,2026-09-07,"Xi'an","","China","IEEE Photonics Society; Xi'an Jiaotong University","Communication, Networking and Broadcast Technologies; Photonics and Electrooptics",hybrid,Y,/conf/details?id=71760
71327,"2026 6th International Conference on Electronic Information Engineering and Computer Technology (EIECT)",2026-09-04,2026-09-06,"Beijing","","China","Beijing Jiaotong University - BJTU; IEEE Communications Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71327
70827,"2026 IEEE 11th Optoelectronics Global Conference (OGC)",2026-09-08,2026-09-11,"Shenzhen","","China","Guangzhou Section PHO Chapter; IEEE Photonics Society","Photonics and Electrooptics",hybrid,Y,/conf/details?id=70827
71032,"2026 International Conference on Frontier of Smart Energy and Future Power Systems (SEPS)",2026-09-11,2026-09-13,"Urumqi","","China","IEEE Industry Applications Society; Xinjiang Institute of Engineering","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71032
71484,"2026 International Conference on Embodied AI and Robotics (ICEAR)",2026-09-11,2026-09-13,"Haikou","","China","Hainan University ; IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71484
71359,"2026 5th International Conference on Power System and Power Engineering (PSPE)",2026-09-11,2026-09-13,"Dalian","","China","Dalian University of Science and Technology; IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71359
70322,"2026 International Conference on Artificial Intelligence, Cyber-Physical Systems and Intelligent Computing (ICAICI)",2026-09-11,2026-09-13,"Chengdu","","China","Chengdu Section; Chengdu University of Information Technology","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70322
71434,"2026 11th International Conference on Computer and Information Processing Technology (ISCIPT)",2026-09-11,2026-09-13,"Fushun","","China","IEEE Systems, Man, and Cybernetics Society; Liaoning Petrochemical University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71434
70195,"2026 IEEE International Conference on Computer Science and Communication Technology (ICCSCT)",2026-09-11,2026-09-13,"Wuhan","","China","Anhui Institute of Information Technology; China Council","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70195
71957,"2026 International Conference on Mechatronic Engineering and Artificial Intelligence (MEAI)",2026-09-11,2026-09-13,"Shenyang","","China","IEEE Systems, Man, and Cybernetics Society; Shenyang Ligong University","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71957
71918,"2026 6th International Conference on Electrical Engineering and Computer Technology (IC2ECT)",2026-09-11,2026-09-13,"Tianjin","","China","IEEE Power & Energy Society; Tianjin University of Technology and Education","Computing and Processing; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71918
71950,"2026 7th International Conference on Modern Education and Information Management (ICMEIM)",2026-09-11,2026-09-13,"Guangzhou","","China","Guangzhou Institute of Science and Technology; Guangzhou Section","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=71950
71142,"2026 International Conference on Electronic Engineering, Communications and Computer Technology (EECCT)",2026-09-11,2026-09-13,"Yibin","","China","Chengdu Section; Yibin University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71142
71840,"2026 10th International Symposium on Computer Science and Intelligent Control (ISCSIC)",2026-09-11,2026-09-13,"Nanjing","","China","Nanjing Section; Southeast University","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=71840
71357,"2026 4th International Conference on Internet of Things and Cloud Computing Technology (IoTCCT)",2026-09-11,2026-09-13,"Ningbo","","China","Nanjing Section; University of Nottingham Ningbo China","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71357
71793,"2026 IEEE 10th Conference on Energy Internet and Energy System Integration (EI2)",2026-09-11,2026-09-14,"Shanghai","","China","Chinese Society for Electrical Engineering; IEEE Power & Energy Society; Shanghai University of Electric Power; Tsinghua Shenzhen International Graduate School; Tsinghua University - Dept. of Electrical Engineering; Tsinghua University - Energy Internet Research Institute","Power, Energy and Industry Applications",inperson,N,/conf/details?id=71793
71805,"2026 China International Conference on Electricity Distribution (CICED)",2026-09-16,2026-09-17,"Guangzhou","","China","Chinese Society for Electrical Engineering; IEEE Power & Energy Society","Engineering Profession; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71805
71432,"2026 International Conference on Multimodal Artificial Intelligence (ICMAI)",2026-09-17,2026-09-19,"Wuhan","","China","Wuhan Section; Wuhan University","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71432
69754,"2026 IEEE 9th Information Technology and Mechatronics Engineering Conference (ITOEC)",2026-09-18,2026-09-20,"Chongqing","","China","Beijing Section; Chongqing Global Union Academy of Science and Technology","Communication, Networking and Broadcast Technologies; Engineering Profession; Robotics and Control Systems",hybrid,Y,/conf/details?id=69754
70588,"2026 Fourth International Conference on Cyber-Energy Systems and Intelligent Energy (ICCSIE)",2026-09-18,2026-09-20,"Shenyang","","China","IEEE Computational Intelligence Society; Northeastern University, China","Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=70588
70678,"2026 9th International Conference on Computer Network, Electronic and Automation (ICCNEA)",2026-09-18,2026-09-20,"Xi'an","","China","Xi'an Technological University; Xian Section","Communication, Networking and Broadcast Technologies; Computing and Processing; Engineering Profession; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=70678
70679,"2026 International Conference on Computer Communication, Information System and Cybersecurity (CCISC)",2026-09-18,2026-09-20,"Wuxi","","China","International Society for Applied Computing ; Nanjing Section; Wuxi University, China","Communication, Networking and Broadcast Technologies; Computing and Processing; Engineering Profession; General Topics for Engineers; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70679
70940,"2026 11th International Conference on Power and Renewable Energy (ICPRE)",2026-09-18,2026-09-21,"Shanghai","","China","IEEE Industry Applications Society; Shanghai University of Electric Power","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=70940
71313,"2026 IEEE 6th International Conference on Computer Systems (ICCS)",2026-09-18,2026-09-20,"Zhengzhou","","China","China Council; Henan University","Computing and Processing",hybrid,Y,/conf/details?id=71313
71425,"2026 7th International Conference on Intelligent Computing and Human-Computer Interaction (ICHCI)",2026-09-18,2026-09-20,"Nanchang","","China","IEEE Systems, Man, and Cybernetics Society; Nanchang University","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71425
71428,"2026 IEEE 2nd International Conference on Smart Power and Energy Technologies (SPET)",2026-09-18,2026-09-19,"Wuhan","","China","Wuhan Section; Wuhan University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineered Materials, Dielectrics and Plasmas; Engineering Profession; Fields, Waves and Electromagnetics; General Topics for Engineers; Nuclear Engineering; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=71428
71546,"2026 2nd International Conference on Image, Signal Processing and Machine Learning (ISPML)",2026-09-18,2026-09-20,"Guilin","","China","Guilin University of Aerospace Technology; IEEE Systems, Man, and Cybernetics Society","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71546
71765,"2026 8th International Conference on Circuits and Systems (ICCS)",2026-09-18,2026-09-21,"Hangzhou","","China","Hangzhou Innovation Institute, Beihang University; Nanjing Section","Components, Circuits, Devices and Systems",hybrid,Y,/conf/details?id=71765
72219,"2026 1st International Conference on AI and Public Safety (ICAIPS)",2026-09-18,2026-09-20,"Nanchang","","China","IEEE Systems, Man, and Cybernetics Society; Nanchang Hangkong University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72219
72034,"2026 4th International Conference on Algorithm, Image Processing and Machine Vision (AIPMV)",2026-09-18,2026-09-20,"Nanjing","","China","Nanjing Section; Nanjing University of Information Science and Technology - NUIST","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72034
72234,"2026 International Symposium on Visual Intelligence and Algorithmic Systems (ISVIAS)",2026-09-18,2026-09-20,"Guangzhou","","China","Guangzhou Section; Guangzhou University","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72234
71235,"2026 IEEE 9th International Conference on Information Communication and Signal Processing (ICICSP)",2026-09-18,2026-09-20,"Shanghai","","China","China Council; East China Normal University","Communication, Networking and Broadcast Technologies; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71235
70755,"2026 5th International Conference on Artificial Intelligence and Computer Information Technology (AICIT)",2026-09-18,2026-09-20,"Yi Chang","","China","Huazhong University of Science & Technology; Wuhan Section","Communication, Networking and Broadcast Technologies; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=70755
71058,"2026 6th International Conference on Computer Graphics, Image and Virtualization (ICCGIV)",2026-09-18,2026-09-20,"Zhenjiang","","China","Jiangsu University; Nanjing Section","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71058
71155,"2026 2nd International Conference on Electronic Information Engineering and Artificial Intelligence (EIEAI)",2026-09-18,2026-09-20,"Nanchong","","China","Chengdu Section; China West Normal University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71155
71467,"2026 6th International Conference on Artificial Intelligence, Automation and High Performance Computing (AIAHPC)",2026-09-18,2026-09-20,"Xi'an","","China","IEEE Systems, Man, and Cybernetics Society; Xi'an Jiaotong University","Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71467
71497,"2026 International Symposium on Digital Energy and Conversion Technologies (DECT)",2026-09-18,2026-09-20,"Sanya","","China","IEEE Power & Energy Society; Xihua University","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71497
71520,"2026 6th International Conference on Energy, Power and Electrical Engineering (EPEE)",2026-09-18,2026-09-20,"Taiyuan","","China","IEEE Power & Energy Society; Taiyuan University of Technology","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71520
70029,"2026 11th International Conference on Cyber Security and Information Engineering (ICCSIE)",2026-09-18,2026-09-20,"Xining","","China","Beijing University of Technology; IEEE Computer Society; Qinghai Institute of Technology; Zhejiang University of Technology","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70029
72141,"2026 6th International Conference on Mechatronics Technology and Aerospace Engineering (ICMTAE)",2026-09-18,2026-09-20,"Nanijing","","China","Nanjing Section; Nanjing University of Aeronautics & Astronautics - NUAA","Aerospace; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72141
71842,"2026 8th International Conference on Energy, Power and Grid (ICEPG)",2026-09-18,2026-09-20,"Guangzhou","","China","Guangzhou Section; South China University of Technology","Power, Energy and Industry Applications",inperson,N,/conf/details?id=71842
71048,"2026 11th International Conference on Control, Robotics and Cybernetics (CRC)",2026-09-18,2026-09-20,"Hefei","","China","Anhui University; Hefei Subsection; Nanjing Section","Robotics and Control Systems",hybrid,Y,/conf/details?id=71048
71194,"2026 IEEE 7th International Conference on Advanced Electrical and Energy Systems (AEES)",2026-09-18,2026-09-20,"Dalian","","China","China Council; Dalian University of Technology","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71194
72045,"2026 11th International Seminar on Computer Technology, Mechanical and Electrical Engineering (ISCME)",2026-09-18,2026-09-20,"Wenzhou","","China","Nanjing Section; Wenzhou University of Technology","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=72045
72217,"2026 2nd International Conference on Intelligent Photonics and Applied Technology (IPAT)",2026-09-18,2026-09-20,"Xi'an","","China","Intelligent Photonics Applied Technology Lab (iPatLab); Xian Section","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72217
71818,"2026 6th International Conference on Intelligent Technology and Embedded Systems (ICITES)",2026-09-18,2026-09-21,"Hangzhou","","China","Hangzhou Innovation Institute, Beihang University; IEEE Council on Electronic Design Automation; Nanjing Section","Components, Circuits, Devices and Systems",hybrid,Y,/conf/details?id=71818
70319,"2026 IEEE International Conference on Unmanned Systems (ICUS)",2026-09-19,2026-09-20,"Qingdao","","China","Beijing Section; Chinese Institute of Command and Control","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=70319
72078,"2026 23rd International Computer Conference on Wavelet Active Media Technology and Information Processing (ICCWAMTIP)",2026-09-19,2026-09-21,"Chengdu","","China","Chengdu Section; University of Electronic Science and Technology of China (UESTC) ","Communication, Networking and Broadcast Technologies; Computing and Processing; Fields, Waves and Electromagnetics; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72078
71225,"2026 10th International Conference on Communication and Information Systems (ICCIS)",2026-09-19,2026-09-21,"Taiyuan","","China","IEEE Communications Society; North University of China","Communication, Networking and Broadcast Technologies",inperson,N,/conf/details?id=71225
71273,"2026 14th International Conference on Awareness Science and Technology (iCAST)",2026-09-23,2026-09-25,"Qingdao","","China","IEEE Systems, Man, and Cybernetics Society; Ocean University of China","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71273
71718,"2026 9th International Conference on Renewable Energy and Power Engineering (REPE)",2026-09-26,2026-09-28,"Beijing","","China","IEEE Power & Energy Society; Tsinghua University - Dept. of Electrical Engineering","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=71718
71485,"2026 International Conference on Electromagnetic Engineering & Microwave Systems (EEMS)",2026-09-26,2026-09-28,"Chengdu","","China","IEEE Antennas and Propagation Society; Sichuan Institute of Electronics","Communication, Networking and Broadcast Technologies; Fields, Waves and Electromagnetics",inperson,N,/conf/details?id=71485
70125,"2026 IEEE 9th International Conference on Information Systems and Computer Aided Education (ICISCAE)",2026-09-27,2026-09-29,"Dalian","","China","Harbin Section; Shenyang Normal University","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=70125
71372,"2026 5th International Conference on Cloud Computing, Performance Computing and Deep Learning (CCPCDL)",2026-09-28,2026-09-30,"Nantong","","China","Nanjing Section; Nantong University","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71372
71427,"2026 International Conference on Big Data, Machine Learning and Intelligent Computing (BDMLIC)",2026-09-28,2026-09-30,"Shenzhen","","China","Guangzhou Section; Shenzhen University","Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=71427
72024,"2026 IEEE 7th International Conference on Computing and Big Data (ICCBD)",2026-09-28,2026-09-30,"Guiyang","","China","Beijing Section; Guizhou Normal University","Computing and Processing",hybrid,Y,/conf/details?id=72024
72172,"2026 2nd International Conference on Intelligent Control and Electrical Engineering (IC-ICEE)",2026-10-09,2026-10-11,"Tianjin","","China","IEEE Systems, Man, and Cybernetics Society; Tianjin Chengjian University (TCU)","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=72172
71810,"2026 IEEE Asia-Pacific Geoscience and Remote Sensing Symposium (AP-GARSS)",2026-10-11,2026-10-14,"Qingdao","","China","IEEE Geoscience and Remote Sensing Society","Geoscience; Photonics and Electrooptics; Signal Processing and Analysis",inperson,N,/conf/details?id=71810
71412,"2026 IEEE International Flexible Electronics Technology Conference (IFETC)",2026-10-11,2026-10-14,"Shanghai","","China","IEEE Council on RFID; IEEE Electron Devices Society; Shanghai Jiao-Tong University","Bioengineering; Components, Circuits, Devices and Systems; Engineered Materials, Dielectrics and Plasmas; Fields, Waves and Electromagnetics; General Topics for Engineers",inperson,N,/conf/details?id=71412
69600,"2026 Global Reliability and Prognostics and Health Management Conference (PHM-Ji'nan)",2026-10-16,2026-10-18,"Ji'nan","","China","IEEE Reliability Society; Shandong University","Aerospace; Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineering Profession; General Topics for Engineers; Nuclear Engineering; Photonics and Electrooptics; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",inperson,N,/conf/details?id=69600
69692,"2026 IEEE 11th International Conference on Underwater System Technology: Theory and Applications (USYS)",2026-10-16,2026-10-18,"Shanghai","","China","Malaysia Section OE Chapter; University of Shanghai for Science and Technology","General Topics for Engineers; Robotics and Control Systems",inperson,N,/conf/details?id=69692
70434,"2026 International Conference on Communications, Computing, Cybersecurity, and Informatics (CCCI)",2026-10-16,2026-10-18,"Shanghai","","China","IEEE Communications Society; Tongji University","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems",inperson,N,/conf/details?id=70434
71421,"2026 International Conference of Granular-Ball Computing (ICGBC)",2026-10-16,2026-10-18,"Chongqing","","China","Chongqing University of Posts and Telecommunications; IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71421
71094,"2026 2nd International Conference on Medical Robotics and Artificial Intelligence (CMRAI)",2026-10-16,2026-10-18,"Chengdu","","China","Chengdu Section; Hong Kong Society of Mechanical Engineers; Sichuan University; University of Electronic Science and Technology of China (UESTC) ","Bioengineering; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71094
70983,"2026 3rd International Conference on Frontiers of Electronic, Electrical and Computer Science (ICFEECS)",2026-10-16,2026-10-18,"Suzhou","","China","Nanjing Section; Soochow University","Components, Circuits, Devices and Systems; Photonics and Electrooptics; Power, Energy and Industry Applications",inperson,N,/conf/details?id=70983
71333,"2026 10th International Conference on Automation, Control and Robots (ICACR)",2026-10-16,2026-10-18,"Nanjing","","China","Nanjing Section; Southeast University","Robotics and Control Systems",hybrid,Y,/conf/details?id=71333
70424,"2026 5th International Conference on Mechatronics and Mechanical Engineering (ICMME)",2026-10-16,2026-10-18,"Dalian","","China","Dalian Jiaotong University; IEEE Robotics and Automation Society; Nanotechnology and Multifunctional Structures Research Center; The Association of Marine Affairs; University of Haute Alsace","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=70424
72143,"2026 5th International Symposium on Sensor Technology and Control (ISSTC)",2026-10-16,2026-10-18,"Qingdao","","China"," China University of Petroleum (East China); IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72143
71722,"2026 International Conference on Intelligent System Control, Optimization and Applications (ISCOA)",2026-10-16,2026-10-18,"Chengdu","","China","Chengdu Section; Sichuan University","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71722
71407,"2026 International Conference on Educational Technology Management (ICETM)",2026-10-16,2026-10-18,"Shenzhen","","China","Guangzhou Section; Southern University of Science and Technology","Computing and Processing",hybrid,Y,/conf/details?id=71407
71317,"2026 IEEE 26th International Conference on Communication Technology (ICCT)",2026-10-16,2026-10-18,"Zhuhai","","China","Beijing Section; China Council; Guangzhou Section; Jinan University ","Communication, Networking and Broadcast Technologies",hybrid,Y,/conf/details?id=71317
71708,"2026 IEEE 4th International Conference on Artificial Intelligence Innovation (ICAII)",2026-10-16,2026-10-18,"Beijing","","China","Beijing Section; Beijing Union University","Computing and Processing",hybrid,Y,/conf/details?id=71708
